2182027,8712,1
2182028,8713,1
2182029,8714,1
2182030,8715,1
2182031,8716,1
2182032,8717,1
2182033,8718,1
2182034,8719,1
2182035,8720,1
2182036,8721,1
2182037,8722,1
2182038,8723,1
2182039,8724,1
2182040,8725,1
2182041,8726,1
2182042,8727,1
2182043,8728,1
2182044,8729,1
2182045,8730,1
2182046,8731,1
2182047,8732,1
2182048,8733,1
2182049,8734,1
2182050,8735,1
2182051,8736,1
2182052,8737,1
2182053,8738,1
2182054,8739,1
2182055,8740,1
2182056,8741,1
2182057,8742,1
2182058,8743,1
2182059,8744,1
2182060,8745,1
2182061,8746,1
2182062,8747,1
2182063,8748,1
2182064,8749,1
2182065,8750,1
2182066,8751,1
2182067,8752,1
2182068,8753,1
2182069,8754,1
2182070,8755,1
2182071,8756,1
2182072,8757,1
2182073,8758,1
2182074,8759,1
2182075,8760,1
2182076,8761,1
2182077,8762,1
2182078,8763,1
2182079,8764,1
2182080,8765,1
2182081,8766,1
2182082,8767,1
2182083,8768,1
2182084,8769,1
2182085,8770,1
2182086,8771,1
2182087,8772,1
2182088,8773,1
2182089,8774,1
2182090,8775,1
2182091,8776,1
2182092,8777,1
2182093,8778,1
2182094,8779,1
2182095,8780,1
2182096,8781,1
2182097,8782,1
2182098,8783,1
2182099,8784,1
2182100,8785,1
2182101,8786,1
2182102,8787,1
2182103,8788,1
2182104,8789,1
2182105,8790,1
2182106,8791,1
2182107,8792,1
2182108,8793,1
2182109,8794,1
2182110,8795,1
2182111,8796,1
2182112,8797,1
2182113,8798,1
2182114,8799,1
2182115,8800,1
2182116,8801,1
2182117,8802,1
2182118,8803,1
2182119,8804,1
2182120,8805,1
2182121,8806,1
2182122,8807,1
2182123,8808,1
2182124,8809,1
2182125,8810,1
2182126,8811,1
2182127,8812,1
2182128,8813,1
2182129,8814,1
2182130,8815,1
2182131,8816,1
2182132,8817,1
2182133,8818,1
2182134,8819,1
2182135,8820,1
2182136,8821,1
2182137,8822,1
2182138,8823,1
2182139,8824,1
2182140,8825,1
2182141,8826,1
2182142,8827,1
2182143,8828,1
2182144,8829,1
2182145,8830,1
2182146,8831,1
2182149,8832,1
2182150,8833,1
2182151,8834,1
2182152,8835,1
2182153,8836,1
2184073,8854,1
2184074,8855,1
2184075,8856,1
2184076,8857,1
2184077,8858,1
2184078,8859,1
2184079,8860,1
2184080,8861,1
2184081,8862,1
2184082,8863,1
2184083,8864,1
2184084,8865,1
2184085,8866,1
2184086,8867,1
2184087,8868,1
2184088,8869,1
2184089,8870,1
2184090,8871,1
2184091,8872,1
2184092,8873,1
2184093,8874,1
2184094,8875,1
2184095,8876,1
2184096,8877,1
2184097,8878,1
2184098,8879,1
2184099,8880,1
2184100,8881,1
2184101,8882,1
2184102,8883,1
2184103,8884,1
2184104,8885,1
2184105,8886,1
2184106,8887,1
2184107,8888,1
2184108,8889,1
2184109,8890,1
2184110,8891,1
2184111,8892,1
2184112,8893,1
2184113,8894,1
2184114,8895,1
2184115,8896,1
2184116,8897,1
2184117,8898,1
2184118,8899,1
2184119,8900,1
2184120,8901,1
2184121,8902,1
2184122,8903,1
2184123,8904,1
2184124,8905,1
2184125,8906,1
2184126,8907,1
2184127,8908,1
2184128,8909,1
2184129,8910,1
2184130,8911,1
2184131,8912,1
2184132,8913,1
2184133,8914,1
2184134,8915,1
2184135,8916,1
2184136,8917,1
2184137,8918,1
2184138,8919,1
2184139,8920,1
2184140,8921,1
2184141,8922,1
2184142,8923,1
2184143,8924,1
2184144,8925,1
2184145,8926,1
2184146,8927,1
2184147,8928,1
2184148,8929,1
2184149,8930,1
2184150,8931,1
2184151,8932,1
2184152,8933,1
2184153,8934,1
2184154,8935,1
2184155,8936,1
2184156,8937,1
2184157,8938,1
2184158,8939,1
2184159,8940,1
2184160,8941,1
2184161,8942,1
2184162,8943,1
2184163,8944,1
2184164,8945,1
2184165,8946,1
2184166,8947,1
2184167,8948,1
2184168,8949,1
2184169,8950,1
2184170,8951,1
2184171,8952,1
2184172,8953,1
2184173,8954,1
2184174,8955,1
2184175,8956,1
2184176,8957,1
2184177,8958,1
2184178,8959,1
2184179,8960,1
2184180,8961,1
2184181,8962,1
2184182,8963,1
2184183,8964,1
2184184,8965,1
2184185,8966,1
2184186,8967,1
2184187,8968,1
2184188,8969,1
2184189,8970,1
2184190,8971,1
2184193,8972,1
2184194,8973,1
2184195,8974,1
2184196,8975,1
2184197,8976,1
2184198,8977,1
2184199,8978,1
2186119,8996,1
2186120,8997,1
2186121,8998,1
2186122,8999,1
2186123,9000,1
2186124,9001,1
2186125,9002,1
2186126,9003,1
2186127,9004,1
2186128,9005,1
2186129,9006,1
2186130,9007,1
2186131,9008,1
2186132,9009,1
2186133,9010,1
2186134,9011,1
2186135,9012,1
2186136,9013,1
2186137,9014,1
2186138,9015,1
2186139,9016,1
2186140,9017,1
2186141,9018,1
2186142,9019,1
2186143,9020,1
2186144,9021,1
2186145,9022,1
2186146,9023,1
2186147,9024,1
2186148,9025,1
2186149,9026,1
2186150,9027,1
2186151,9028,1
2186152,9029,1
2186153,9030,1
2186154,9031,1
2186155,9032,1
2186156,9033,1
2186157,9034,1
2186158,9035,1
2186159,9036,1
2186160,9037,1
2186161,9038,1
2186162,9039,1
2186163,9040,1
2186164,9041,1
2186165,9042,1
2186166,9043,1
2186167,9044,1
2186168,9045,1
2186169,9046,1
2186170,9047,1
2186171,9048,1
2186172,9049,1
2186173,9050,1
2186174,9051,1
2186175,9052,1
2186176,9053,1
2186177,9054,1
2186178,9055,1
2186179,9056,1
2186180,9057,1
2186181,9058,1
2186182,9059,1
2186183,9060,1
2186184,9061,1
2186185,9062,1
2186186,9063,1
2186187,9064,1
2186188,9065,1
2186189,9066,1
2186190,9067,1
2186191,9068,1
2186192,9069,1
2186193,9070,1
2186194,9071,1
2186195,9072,1
2186196,9073,1
2186197,9074,1
2186198,9075,1
2186199,9076,1
2186200,9077,1
2186201,9078,1
2186202,9079,1
2186203,9080,1
2186204,9081,1
2186205,9082,1
2186206,9083,1
2186207,9084,1
2186208,9085,1
2186209,9086,1
2186210,9087,1
2186211,9088,1
2186212,9089,1
2186213,9090,1
2186214,9091,1
2186215,9092,1
2186216,9093,1
2186217,9094,1
2186218,9095,1
2186219,9096,1
2186220,9097,1
2186221,9098,1
2186222,9099,1
2186223,9100,1
2186224,9101,1
2186225,9102,1
2186226,9103,1
2186227,9104,1
2186228,9105,1
2186229,9106,1
2186230,9107,1
2186231,9108,1
2186232,9109,1
2186233,9110,1
2186234,9111,1
2186235,9112,1
2186236,9113,1
2186237,9114,1
2186238,9115,1
2186239,9116,1
2186240,9117,1
2186243,9118,1
2186244,9119,1
2186245,9120,1
2188165,9137,1
2188166,9138,1
2188167,9139,1
2188168,9140,1
2188169,9141,1
2188170,9142,1
2188171,9143,1
2188172,9144,1
2188173,9145,1
2188174,9146,1
2188175,9147,1
2188176,9148,1
2188177,9149,1
2188178,9150,1
2188179,9151,1
2188180,9152,1
2188181,9153,1
2188182,9154,1
2188183,9155,1
2188184,9156,1
2188185,9157,1
2188186,9158,1
2188187,9159,1
2188188,9160,1
2188189,9161,1
2188190,9162,1
2188191,9163,1
2188192,9164,1
2188193,9165,1
2188194,9166,1
2188195,9167,1
2188196,9168,1
2188197,9169,1
2188198,9170,1
2188199,9171,1
2188200,9172,1
2188201,9173,1
2188202,9174,1
2188203,9175,1
2188204,9176,1
2188205,9177,1
2188206,9178,1
2188207,9179,1
2188208,9180,1
2188209,9181,1
2188210,9182,1
2188211,9183,1
2188212,9184,1
2188213,9185,1
2188214,9186,1
2188215,9187,1
2188216,9188,1
2188217,9189,1
2188218,9190,1
2188219,9191,1
2188220,9192,1
2188221,9193,1
2188222,9194,1
2188223,9195,1
2188224,9196,1
2188225,9197,1
2188226,9198,1
2188227,9199,1
2188228,9200,1
2188229,9201,1
2188230,9202,1
2188231,9203,1
2188232,9204,1
2188233,9205,1
2188234,9206,1
2188235,9207,1
2188236,9208,1
2188237,9209,1
2188238,9210,1
2188239,9211,1
2188240,9212,1
2188241,9213,1
2188242,9214,1
2188243,9215,1
2188244,9216,1
2188245,9217,1
2188246,9218,1
2188247,9219,1
2188248,9220,1
2188249,9221,1
2188250,9222,1
2188251,9223,1
2188252,9224,1
2188253,9225,1
2188254,9226,1
2188255,9227,1
2188256,9228,1
2188257,9229,1
2188258,9230,1
2188259,9231,1
